Date,Open,High,Low,Close,Adj Close,Volume
2015-05-11,60.430000,61.419998,60.160000,60.270000,51.334595,1391700
2015-05-12,59.849998,59.970001,58.980000,59.520000,50.695801,3177000
2015-05-13,59.599998,60.060001,58.570000,58.840000,50.116600,2090200
2015-05-14,59.090000,59.759998,59.049999,59.750000,50.891693,2047300
2015-05-15,59.900002,60.619999,59.599998,60.439999,51.479385,2472900
2015-05-18,60.160000,61.049999,60.110001,60.770000,51.760471,1397900
2015-05-19,60.459999,60.980000,60.220001,60.580002,51.598644,1399100
2015-05-20,60.709999,61.340000,60.490002,60.810001,51.794540,1255300
2015-05-21,60.830002,61.110001,60.509998,60.830002,51.811581,1171700
2015-05-22,60.810001,60.939999,60.220001,60.740002,51.734921,919500
2015-05-26,60.709999,60.759998,59.910000,60.459999,51.496433,1745800
2015-05-27,60.480000,60.919998,60.310001,60.779999,51.768986,1625400
2015-05-28,60.830002,61.250000,60.580002,61.049999,51.998955,1766400
2015-05-29,61.060001,61.340000,60.740002,60.810001,51.794540,2414400
2015-06-01,60.910000,61.220001,60.740002,60.779999,51.768986,1253400
2015-06-02,60.380001,60.470001,59.180000,59.540001,50.712822,1919100
2015-06-03,59.490002,59.540001,58.090000,58.619999,49.929226,2113900
2015-06-04,58.169998,59.090000,58.169998,58.840000,50.116600,1811900
2015-06-05,58.000000,58.340000,57.500000,57.680000,49.128578,1807400
2015-06-08,57.689999,57.820000,57.360001,57.520000,48.992302,1775500
2015-06-09,57.430000,57.599998,57.250000,57.259998,48.770847,1157300
2015-06-10,57.619999,58.070000,57.340000,57.419998,48.907131,1831300
2015-06-11,57.990002,58.220001,57.610001,57.869999,49.290417,1183600
2015-06-12,57.500000,57.869999,57.169998,57.200001,48.719746,1085900
2015-06-15,57.240002,57.480000,56.880001,57.360001,48.856030,1674200
2015-06-16,57.299999,57.810001,57.099998,57.580002,49.043415,1371000
2015-06-17,57.540001,58.130001,57.250000,57.990002,49.392624,1657400
2015-06-18,58.049999,59.200001,58.029999,58.860001,50.133644,1965300
2015-06-19,58.889999,59.430000,58.529999,58.610001,49.920704,2303300
2015-06-22,58.160000,58.910000,58.160000,58.380001,49.724804,2389600
2015-06-23,58.200001,58.480000,57.349998,57.630001,49.085995,2242200
2015-06-24,57.689999,57.910000,55.180000,56.070000,47.757271,6909500
2015-06-25,56.340000,56.410000,55.709999,56.000000,47.697651,4512800
2015-06-26,55.810001,56.419998,55.639999,56.230000,48.253296,4130500
2015-06-29,56.189999,56.669998,55.660000,55.680000,47.781315,2642800
2015-06-30,55.750000,55.840000,55.330002,55.580002,47.695503,2326400
2015-07-01,55.750000,56.410000,55.520000,56.400002,48.399174,2402100
2015-07-02,56.669998,57.750000,56.669998,57.549999,49.386047,3146200
2015-07-06,57.380001,57.840000,56.889999,57.599998,49.428955,2128400
2015-07-07,58.070000,59.110001,57.810001,58.830002,50.484470,2545200
2015-07-08,58.529999,59.099998,58.040001,58.250000,49.986736,1938800
2015-07-09,58.250000,58.509998,57.380001,57.580002,49.411789,1935000
2015-07-10,57.480000,58.340000,57.180000,57.950001,49.729298,1567000
2015-07-13,58.099998,58.430000,57.439999,57.720001,49.531929,2305700
2015-07-14,57.830002,58.310001,57.779999,57.939999,49.720715,1838800
2015-07-15,57.849998,58.150002,57.360001,58.110001,49.866608,1337500
2015-07-16,58.209999,59.189999,58.150002,59.139999,50.750488,2321900
2015-07-17,59.169998,59.169998,58.470001,58.540001,50.235603,1475500
2015-07-20,58.430000,58.430000,57.919998,58.189999,49.935253,1403000
2015-07-21,58.189999,58.299999,57.830002,57.990002,49.763634,1807600
2015-07-22,58.009998,58.820000,57.980000,58.400002,50.115459,2435200
2015-07-23,58.220001,58.509998,57.189999,57.750000,49.557674,1723800
2015-07-24,57.650002,58.000000,57.410000,57.650002,49.471867,2198200
2015-07-27,57.430000,58.990002,57.430000,58.930000,50.570282,2618100
2015-07-28,58.869999,59.070000,58.320000,58.880001,50.527374,2066200
2015-07-29,58.750000,59.099998,58.340000,59.080002,50.698997,1718100
2015-07-30,58.840000,59.759998,58.639999,59.529999,51.085171,1162200
2015-07-31,59.700001,61.240002,59.700001,60.009998,51.497070,2500700
2015-08-03,60.049999,60.639999,59.889999,60.150002,51.617207,1855600
2015-08-04,60.009998,60.049999,59.500000,59.669998,51.205307,1403600
2015-08-05,59.980000,60.240002,59.650002,59.860001,51.368343,1375600
2015-08-06,60.099998,60.630001,59.490002,60.599998,52.003376,2441300
2015-08-07,60.439999,61.270000,59.919998,61.009998,52.355209,2219000
2015-08-10,61.000000,61.150002,59.470001,59.540001,51.093746,3271300
2015-08-11,59.209999,59.970001,58.410000,59.000000,50.630352,4864900
2015-08-12,59.000000,61.169998,58.660000,60.689999,52.080608,4666600
2015-08-13,60.459999,60.779999,59.970001,60.590000,51.994797,2140000
2015-08-14,60.540001,61.209999,60.240002,61.139999,52.466778,1783000
2015-08-17,60.970001,61.860001,60.480000,61.740002,52.981655,1584100
2015-08-18,61.459999,61.740002,60.939999,61.230000,52.544003,1898400
2015-08-19,61.180000,62.189999,60.900002,61.939999,53.153282,2795100
2015-08-20,61.509998,62.639999,61.299999,61.740002,52.981655,2576400
2015-08-21,61.230000,63.180000,60.770000,62.139999,53.324913,4400000
2015-08-24,61.669998,62.810001,59.320000,59.680000,51.213875,7175600
2015-08-25,60.310001,60.509998,57.410000,57.490002,49.334560,4176700
2015-08-26,58.060001,58.880001,57.279999,58.700001,50.372902,2978900
2015-08-27,59.560001,60.189999,59.099998,59.869999,51.376926,2824800
2015-08-28,59.830002,60.200001,58.860001,59.639999,51.179562,1532600
2015-08-31,59.410000,59.450001,57.900002,58.480000,50.184113,2038900
2015-09-01,57.869999,58.160000,56.880001,57.209999,49.094276,2028800
2015-09-02,57.779999,57.889999,57.060001,57.540001,49.377468,2752600
2015-09-03,57.580002,58.090000,57.349998,57.610001,49.437538,1919500
2015-09-04,57.029999,57.480000,56.680000,57.049999,48.956974,2339300
2015-09-08,57.820000,58.360001,57.349998,57.869999,49.660652,1936700
2015-09-09,58.160000,58.320000,57.130001,57.290001,49.162930,2020700
2015-09-10,57.299999,57.930000,57.029999,57.240002,49.120022,2153900
2015-09-11,56.840000,57.930000,56.689999,57.919998,49.703556,1650200
2015-09-14,58.020000,58.459999,57.790001,58.220001,49.961002,1600200
2015-09-15,58.259998,59.310001,57.900002,59.160000,50.767654,2860000
2015-09-16,59.230000,59.889999,59.160000,59.709999,51.239632,2561200
2015-09-17,59.779999,61.840000,59.549999,61.099998,52.432446,4289700
2015-09-18,59.939999,62.160000,59.880001,61.290001,52.595497,3917500
2015-09-21,61.470001,62.060001,61.169998,61.610001,52.870110,2764100
2015-09-22,61.150002,61.520000,60.590000,60.849998,52.217911,2148400
2015-09-23,60.830002,61.209999,60.369999,61.080002,52.415276,2171000
2015-09-24,60.810001,61.939999,60.759998,61.810001,53.041733,2034800
2015-09-25,61.869999,63.049999,61.570000,62.330002,53.487965,2448800
2015-09-28,61.790001,62.389999,61.520000,61.630001,53.243896,2008200
2015-09-29,61.580002,62.130001,61.299999,61.790001,53.382126,1657500
2015-09-30,62.099998,63.150002,61.910000,63.070000,54.487957,2564300
2015-10-01,63.080002,63.259998,61.369999,62.180000,53.719063,2588100
2015-10-02,62.709999,63.139999,62.040001,63.119999,54.531155,1619900
2015-10-05,63.330002,63.840000,62.720001,63.680000,55.014946,1920100
2015-10-06,63.599998,63.750000,62.450001,63.040001,54.462040,2467500
2015-10-07,63.250000,63.400002,62.660000,62.939999,54.375641,2143600
2015-10-08,62.740002,63.910000,62.740002,63.720001,55.049507,1572400
2015-10-09,63.610001,63.930000,62.910000,63.139999,54.548428,1678700
2015-10-12,63.180000,64.089996,63.180000,63.590000,54.937195,1474300
2015-10-13,63.410000,63.650002,63.150002,63.560001,54.911274,1584300
2015-10-14,63.549999,64.489998,63.490002,63.820000,55.135902,1750700
2015-10-15,64.099998,64.570000,63.680000,64.430000,55.662903,1105400
2015-10-16,64.660004,64.919998,63.910000,64.279999,55.533306,2576300
2015-10-19,64.180000,64.980003,63.759998,64.980003,56.138062,2115700
2015-10-20,64.660004,65.739998,64.519997,65.449997,56.544106,3212000
2015-10-21,65.730003,66.120003,64.959999,65.019997,56.172611,1192800
2015-10-22,65.000000,66.290001,64.959999,66.089996,57.097015,1579800
2015-10-23,65.809998,66.050003,64.209999,64.550003,55.766571,2304900
2015-10-26,64.760002,65.099998,64.040001,65.050003,56.198536,1605700
2015-10-27,64.980003,65.290001,64.190002,64.379997,55.619694,1963700
2015-10-28,61.410000,62.560001,60.389999,61.230000,52.898323,5939800
2015-10-29,60.790001,61.230000,59.840000,60.639999,52.388618,3514300
2015-10-30,60.599998,60.919998,60.130001,60.520000,52.284943,3141900
2015-11-02,60.450001,61.029999,60.009998,60.889999,52.604588,2599400
2015-11-03,60.480000,60.959999,60.130001,60.619999,52.371326,2577000
2015-11-04,60.630001,61.150002,60.560001,60.810001,52.535484,2395700
2015-11-05,60.770000,61.049999,60.049999,60.180000,51.991207,2303900
2015-11-06,59.200001,59.529999,57.509998,59.060001,51.023609,4892200
2015-11-09,58.820000,60.099998,58.680000,59.250000,51.187752,3483400
2015-11-10,59.259998,60.610001,59.259998,60.049999,51.878887,3234900
2015-11-11,60.009998,60.849998,59.799999,60.770000,52.500919,2075200
2015-11-12,60.389999,60.939999,59.770000,60.049999,51.878887,2531700
2015-11-13,60.220001,60.910000,59.480000,59.700001,51.576519,2285500
2015-11-16,59.590000,60.259998,59.419998,60.250000,52.051682,2050900
2015-11-17,60.040001,60.830002,58.860001,59.049999,51.014965,1652300
2015-11-18,58.980000,59.500000,58.470001,59.299999,51.230949,2595800
2015-11-19,59.509998,60.580002,59.400002,60.299999,52.094868,2182300
2015-11-20,60.560001,61.160000,60.400002,60.580002,52.336773,1496400
2015-11-23,60.730000,60.820000,60.080002,60.099998,51.922089,1293500
2015-11-24,59.810001,59.900002,59.160000,59.700001,51.576519,2075000
2015-11-25,59.750000,59.750000,58.980000,59.180000,51.127274,2055000
2015-11-27,59.270000,59.889999,59.270000,59.430000,51.343262,738000
2015-11-30,59.570000,59.830002,59.310001,59.360001,51.282780,2403000
2015-12-01,59.500000,59.680000,58.900002,59.299999,51.230949,2325400
2015-12-02,59.169998,59.360001,58.580002,58.669998,50.686665,2319300
2015-12-03,58.320000,58.720001,57.849998,58.639999,50.660759,3057200
2015-12-04,58.880001,60.340000,58.869999,60.209999,52.017124,2716200
2015-12-07,60.130001,60.240002,59.480000,60.040001,51.870258,2737700
2015-12-08,59.820000,60.250000,59.349998,59.650002,51.533321,1968700
2015-12-09,59.320000,60.020000,58.959999,59.400002,51.317337,1996900
2015-12-10,59.310001,59.560001,58.869999,59.020000,50.989048,3092400
2015-12-11,58.799999,59.720001,58.490002,59.230000,51.170475,2657000
2015-12-14,59.299999,59.770000,58.810001,59.310001,51.239594,2075800
2015-12-15,59.610001,60.400002,59.389999,59.630001,51.516037,2231100
2015-12-16,59.889999,60.990002,59.689999,60.849998,52.570038,1938000
2015-12-17,60.849998,61.349998,60.310001,60.900002,52.613232,1396100
2015-12-18,60.740002,60.740002,59.419998,59.660000,51.541965,2876200
2015-12-21,59.970001,60.060001,58.619999,58.930000,50.911297,2764400
2015-12-22,59.209999,59.980000,58.540001,59.529999,51.429657,1979700
2015-12-23,59.840000,60.490002,59.790001,60.360001,52.146709,1226500
2015-12-24,60.360001,60.610001,60.119999,60.360001,52.146709,440000
2015-12-28,60.240002,60.520000,59.910000,60.430000,52.207184,1549100
2015-12-29,60.180000,60.840000,60.160000,60.410000,52.607777,1429900
2015-12-30,60.520000,60.849998,60.250000,60.299999,52.511978,1761200
2015-12-31,60.080002,60.200001,58.740002,59.209999,51.562756,2296200
2016-01-04,58.570000,59.070000,58.240002,58.950001,51.336342,2998000
2016-01-05,59.080002,59.209999,58.009998,58.970001,51.353764,2534600
2016-01-06,58.660000,58.770000,58.000000,58.580002,51.014126,3351600
2016-01-07,58.029999,58.630001,57.970001,58.290001,50.761585,2960700
2016-01-08,58.330002,58.700001,58.180000,58.279999,50.752872,2360400
2016-01-11,58.459999,59.360001,58.270000,59.200001,51.554058,4396200
2016-01-12,59.279999,59.570000,58.340000,59.400002,51.728218,2221700
2016-01-13,59.900002,60.200001,59.240002,59.380001,51.710804,1806300
2016-01-14,59.450001,60.060001,58.889999,59.549999,51.858841,2109700
2016-01-15,58.700001,59.480000,58.590000,59.119999,51.484379,2988300
2016-01-19,59.450001,60.310001,59.080002,60.119999,52.355225,3264700
2016-01-20,59.770000,60.180000,58.240002,59.009998,51.388596,3095800
2016-01-21,59.029999,59.490002,58.480000,58.720001,51.136055,2045600
2016-01-22,58.830002,59.880001,58.450001,59.730000,52.015602,2022400
2016-01-25,59.799999,60.009998,59.209999,59.919998,52.181061,2124900
2016-01-26,60.299999,61.310001,60.230000,60.700001,52.860321,2813200
2016-01-27,60.900002,61.169998,60.049999,60.500000,52.686150,1402600
2016-01-28,60.330002,62.110001,60.009998,61.560001,53.609249,1894900
2016-01-29,62.070000,62.340000,61.480000,61.799999,53.818256,4771200
2016-02-01,61.810001,62.470001,61.490002,62.230000,54.192719,3546900
2016-02-02,62.009998,62.810001,61.680000,62.720001,54.619423,3614900
2016-02-03,62.910000,64.480003,62.770000,64.070000,55.795067,3935700
2016-02-04,63.889999,64.309998,62.880001,63.070000,54.924229,2506200
2016-02-05,63.189999,63.680000,62.169998,63.290001,55.115803,2498800
2016-02-08,63.340000,64.300003,62.650002,62.900002,54.776188,2181800
2016-02-09,63.000000,63.750000,62.720001,63.400002,55.211613,2737500
2016-02-10,63.200001,63.869999,62.290001,63.509998,55.307384,1492700
2016-02-11,63.189999,63.610001,62.320000,62.349998,54.297211,2167200
2016-02-12,62.180000,62.650002,61.509998,61.759998,53.783417,3337300
2016-02-16,61.930000,62.470001,61.500000,62.380001,54.323341,2100100
2016-02-17,62.410000,62.709999,61.770000,62.529999,54.453968,1870900
2016-02-18,62.480000,64.010002,62.369999,63.700001,55.472855,1738700
2016-02-19,63.630001,63.650002,62.830002,62.889999,54.767471,2678300
2016-02-22,63.240002,64.250000,62.980000,64.239998,55.943104,2109600
2016-02-23,63.959999,65.290001,63.599998,64.980003,56.587543,3137200
2016-02-24,66.750000,68.370003,66.550003,67.830002,59.069450,6781500
2016-02-25,67.830002,69.239998,67.709999,68.790001,59.905460,4014000
2016-02-26,68.629997,68.779999,67.059998,67.260002,58.573071,2971200
2016-02-29,67.199997,68.800003,67.019997,68.160004,59.356838,2784100
2016-03-01,68.750000,68.879997,66.510002,66.879997,58.242134,3601300
2016-03-02,66.760002,67.089996,65.599998,66.970001,58.320526,2851500
2016-03-03,67.099998,67.459999,66.379997,67.419998,58.712395,2379700
2016-03-04,66.809998,67.930000,66.550003,67.709999,58.964943,2049400
2016-03-07,67.839996,68.730003,67.400002,68.559998,59.705170,2046300
2016-03-08,68.720001,69.360001,68.279999,69.099998,60.175423,2779000
2016-03-09,69.070000,69.989998,68.849998,69.750000,60.741474,2455600
2016-03-10,69.559998,69.900002,69.099998,69.760002,60.750179,1898900
2016-03-11,70.000000,70.779999,69.949997,70.400002,61.307526,2991100
2016-03-14,70.239998,70.470001,69.809998,70.139999,61.081100,1659300
2016-03-15,70.180000,70.699997,69.839996,70.029999,60.985306,2061200
2016-03-16,70.029999,70.930000,69.180000,70.680000,61.551369,1731400
2016-03-17,70.690002,71.519997,70.500000,71.250000,62.047749,1523700
2016-03-18,71.519997,71.639999,70.589996,71.430000,62.204502,4017800
2016-03-21,71.150002,71.790001,70.540001,71.379997,62.160946,1163000
2016-03-22,71.500000,71.849998,70.849998,70.959999,61.795193,2079300
2016-03-23,71.050003,71.839996,70.699997,71.589996,62.343830,1782000
2016-03-24,71.419998,71.930000,70.830002,71.339996,62.126129,2127400
2016-03-28,71.419998,71.669998,70.730003,71.320000,62.108704,1497800
2016-03-29,71.089996,72.180000,70.870003,72.110001,63.222164,1878600
2016-03-30,72.070000,72.339996,71.559998,71.599998,62.775028,1739900
2016-03-31,71.830002,72.070000,71.339996,71.889999,63.029285,1767700
2016-04-01,71.349998,72.410004,71.000000,71.940002,63.073112,2464200
2016-04-04,72.000000,72.379997,71.029999,71.830002,62.976677,2116900
2016-04-05,71.730003,71.870003,70.349998,70.440002,61.758015,2511600
2016-04-06,70.360001,70.629997,69.940002,70.360001,61.687859,1454900
2016-04-07,70.300003,70.809998,70.019997,70.199997,61.547569,1964600
2016-04-08,70.379997,71.260002,70.260002,70.690002,61.977200,982100
2016-04-11,70.750000,71.250000,70.430000,70.559998,61.863228,1260300
2016-04-12,70.540001,71.059998,70.110001,70.989998,62.240204,1820400
2016-04-13,71.080002,71.110001,69.690002,70.070000,61.433594,2095100
2016-04-14,69.949997,70.510002,69.669998,70.040001,61.407303,1583800
2016-04-15,70.110001,71.190002,70.110001,71.059998,62.301582,1578500
2016-04-18,70.129997,71.080002,69.849998,71.059998,62.301582,1390200
2016-04-19,71.209999,71.480003,70.720001,71.419998,62.617218,1502400
2016-04-20,71.389999,71.500000,69.419998,69.510002,60.942642,1261800
2016-04-21,69.349998,69.389999,67.709999,68.000000,59.618736,1531100
2016-04-22,68.320000,68.839996,68.309998,68.650002,60.188637,1154900
2016-04-25,68.620003,68.750000,68.209999,68.720001,60.250000,1422700
2016-04-26,68.830002,69.269997,68.650002,68.830002,60.346443,1297100
2016-04-27,69.110001,70.360001,68.839996,69.980003,61.354710,1486500
2016-04-28,69.269997,70.220001,69.010002,70.110001,61.468678,1264500
2016-04-29,69.599998,70.720001,69.269997,70.709999,61.994724,2104800
2016-05-02,70.779999,71.690002,70.389999,71.440002,62.634743,2311100
2016-05-03,71.260002,71.940002,70.489998,71.669998,62.836395,2445200
2016-05-04,71.480003,73.150002,71.260002,72.760002,63.792049,2329900
2016-05-05,72.760002,73.250000,71.879997,72.300003,63.388760,1572000
2016-05-06,72.250000,72.250000,71.180000,71.989998,63.116955,1644700
2016-05-09,72.129997,72.660004,71.849998,72.589996,63.643021,924000
2016-05-10,72.629997,72.629997,70.830002,71.320000,62.529541,3237500
2016-05-11,71.599998,72.019997,71.169998,71.970001,63.099403,2220200
2016-05-12,71.959999,72.300003,71.599998,71.940002,63.073112,1865300
2016-05-13,71.870003,71.989998,71.129997,71.410004,62.608448,1588400
2016-05-16,71.230003,71.559998,70.830002,71.410004,62.608448,1581300
2016-05-17,71.239998,71.480003,69.820000,70.110001,61.468678,1515400
2016-05-18,69.790001,70.480003,68.830002,68.989998,60.486721,2180600
2016-05-19,68.800003,69.580002,68.470001,69.580002,61.004005,1651400
2016-05-20,69.830002,70.080002,69.139999,70.050003,61.416069,1475900
2016-05-23,70.099998,70.160004,69.160004,69.220001,60.688374,1298700
2016-05-24,69.349998,70.019997,69.349998,69.910004,61.293339,1103900
2016-05-25,69.779999,70.010002,69.199997,69.769997,61.170586,1211800
2016-05-26,69.860001,70.930000,69.809998,70.839996,62.108704,1167400
2016-05-27,70.959999,71.169998,70.470001,70.779999,62.056107,1157800
2016-05-31,70.790001,71.699997,70.730003,71.629997,62.801308,2173100
2016-06-01,71.510002,71.849998,71.239998,71.570000,62.748718,1797200
2016-06-02,71.320000,71.790001,70.720001,71.760002,62.915306,1532800
2016-06-03,72.430000,73.000000,72.379997,72.529999,63.590401,1391000
2016-06-06,72.570000,72.860001,72.150002,72.540001,63.599186,1339900
2016-06-07,72.529999,72.900002,72.209999,72.440002,63.511501,1196900
2016-06-08,72.370003,72.940002,72.339996,72.900002,63.914814,767400
2016-06-09,72.830002,73.750000,72.830002,73.660004,64.581131,1344800
2016-06-10,73.669998,74.110001,73.480003,73.959999,64.844139,1290500
2016-06-13,74.080002,74.459999,73.680000,73.879997,64.774017,1550700
2016-06-14,73.870003,74.110001,73.160004,74.080002,64.949371,1129900
2016-06-15,74.080002,74.290001,73.199997,73.459999,64.405769,1132700
2016-06-16,73.629997,74.150002,73.589996,73.919998,64.809074,923200
2016-06-17,73.849998,74.150002,73.220001,74.120003,64.984428,1522800
2016-06-20,74.029999,74.250000,73.239998,73.930000,64.817856,956500
2016-06-21,73.930000,74.559998,73.599998,74.120003,64.984428,1150700
2016-06-22,74.379997,74.379997,73.750000,73.839996,64.738922,1132300
2016-06-23,73.940002,73.989998,73.389999,73.989998,64.870445,1072100
2016-06-24,73.330002,75.370003,73.209999,74.589996,65.396515,2065000
2016-06-27,74.419998,76.599998,74.419998,76.449997,67.027237,2406700
2016-06-28,75.820000,76.180000,74.660004,76.040001,67.089005,2572600
2016-06-29,76.190002,76.589996,75.739998,76.099998,67.141960,2142300
2016-06-30,75.910004,77.709999,75.709999,77.669998,68.527138,3282800
2016-07-01,78.000000,78.029999,76.550003,77.650002,68.509483,1606800
2016-07-05,77.779999,78.690002,77.580002,78.550003,69.303543,2074600
2016-07-06,78.349998,78.720001,77.570000,78.400002,69.171196,2471900
2016-07-07,78.010002,78.010002,76.769997,77.040001,67.971291,1418500
2016-07-08,76.730003,78.209999,76.040001,78.169998,68.968285,2351300
2016-07-11,77.760002,78.070000,76.889999,77.989998,68.809479,1714300
2016-07-12,77.529999,77.699997,76.489998,76.570000,67.556625,2369800
2016-07-13,76.919998,77.440002,74.449997,77.410004,68.297737,2000200
2016-07-14,76.820000,77.220001,76.389999,77.110001,68.033058,2005500
2016-07-15,77.330002,77.620003,76.809998,77.180000,68.094810,1542800
2016-07-18,77.309998,77.620003,77.180000,77.220001,68.130096,1396000
2016-07-19,77.269997,77.419998,76.820000,77.110001,68.033058,1092200
2016-07-20,77.059998,77.120003,76.430000,76.510002,67.503677,872100
2016-07-21,76.269997,76.870003,75.989998,76.739998,67.706604,1842700
2016-07-22,76.769997,77.660004,76.470001,77.639999,68.500656,1379500
2016-07-25,77.620003,77.870003,77.019997,77.379997,68.271255,1008900
2016-07-26,77.190002,77.440002,76.650002,76.860001,67.812492,1225600
2016-07-27,76.599998,76.690002,75.419998,76.019997,67.071373,1873800
2016-07-28,76.089996,76.739998,76.059998,76.449997,67.450737,1236300
2016-07-29,76.370003,77.629997,75.959999,77.379997,68.271255,1614500
2016-08-01,77.040001,77.400002,76.800003,77.050003,67.980125,1541100
2016-08-02,76.599998,76.830002,76.150002,76.559998,67.547798,1236800
2016-08-03,76.559998,76.580002,75.690002,75.980003,67.036072,1254200
