,Quarter end,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Cumulative dividends per share,Equity to assets ratio,Net margin,Asset turnover,Current ratio
0,1993-12-31,-0.13438632612644408,-0.18441067482576912,-0.3141622711601769,-0.38225062521622455,0.12550730060441986,0.334499693189211,1.371598321492376,1.4450231988094195,1.3846153846153846,0.0,-0.3509165096234925,10.67074941364804,-3.8237454810785714,-0.7338919683047506,-0.6373517376554247,0.03036876355748364,-0.0308261405672009,0.0436432637571158,0.12554112554112562,-0.05596107055961086,0.14542836573074158,inf,0.3003179261433113,-0.006377551020408157,-0.043165467625899116,0.32024925436727725
1,1994-03-31,-0.13438632612644408,-0.18441067482576912,-0.3141622711601769,-0.38225062521622455,0.12550730060441986,0.334499693189211,1.371598321492376,1.4450231988094195,1.3846153846153846,0.0,-0.3509165096234925,10.67074941364804,-3.8237454810785714,-0.7338919683047506,-0.6373517376554247,0.03036876355748364,-0.0308261405672009,0.0436432637571158,0.12554112554112562,-0.05596107055961086,0.14542836573074158,inf,0.3003179261433113,-0.006377551020408157,-0.043165467625899116,0.32024925436727725
2,1994-06-30,0.30637546251532105,0.22560540479255176,0.5644920601250056,0.9210747652929008,0.0789950567657125,0.334499693189211,1.371598321492376,1.4450231988094195,1.3846153846153846,0.0,-0.3509165096234925,10.67074941364804,-3.8237454810785714,-0.7338919683047506,-0.4676829700175983,0.06315789473684208,-0.0308261405672009,0.0436432637571158,0.0692307692307692,-0.05596107055961086,0.14542836573074158,1.3333333333333337,-0.1741583599774308,-0.006377551020408157,-0.043165467625899116,-0.3620154100609141
3,1994-09-30,0.2316422899386308,0.27766456166317943,0.30513125522738793,0.4081066253590216,0.13777524489987014,0.5948654621284004,1.3093094145264708,1.3392470327073522,1.32258064516129,0.0,-0.89402327913161,-0.6125146736079212,-0.6446711984848262,-0.8662962056873915,-0.1174694479130417,0.07425742574257432,-0.0308261405672009,0.0436432637571158,0.13848920863309355,0.005154639175257714,0.14542836573074158,0.5714285714285714,-0.07629241630608052,-0.006377551020408157,-0.043165467625899116,-0.0926335757192538
4,1994-12-31,-0.11724600898181026,-0.17825854097945226,-0.17050849341280327,-0.3003147464839303,-0.039207287826307,-0.0064343995942461865,-0.6748520710059172,-0.6803348945418924,-0.8333333333333334,0.0,-54.22846565199506,-0.4675645416227608,-4.528770587311686,-14.320118497865295,1.7729776746883157,-0.004608294930875445,-0.0308261405672009,0.0436432637571158,-0.22432859399684046,-0.12564102564102564,0.14542836573074158,0.3636363636363635,0.08851084812623268,-0.006377551020408157,-0.043165467625899116,0.17442508710801394
5,1995-03-31,-0.04902754179906999,-0.08803561722112341,-0.09983500032038772,-0.1517882781715092,0.015240998811815619,-0.472471610787561,-0.3710366067053965,-0.38091932008618623,0.0,0.0,-1.4156960209708933,-0.17283072546230438,-1.3650333830585957,-2.080209321340965,-0.6906608113759933,-0.17685185185185182,-0.0308261405672009,0.0436432637571158,0.016293279022403295,0.06158357771260992,0.14542836573074158,0.26666666666666683,0.06749716874292178,-0.006377551020408157,-0.043165467625899116,0.07517949326529383
6,1995-06-30,0.12589107560255308,0.18216544310397986,0.1920348090847246,0.12616928897190105,0.05170666562635806,0.4045550711039976,1.5037465687365532,1.5676553617695967,1.5,0.0,-0.6179466968083525,-0.00497214849153238,-0.013376188459909956,-0.9946650356976328,-0.011911361085948369,0.1361079865016872,0.002968617472434154,0.0436432637571158,0.04809619238476959,0.1187845303867403,0.14542836573074158,0.21052631578947367,-0.06577551453426689,0.006418485237484006,-0.007518796992481258,0.04972406181015465
7,1995-09-30,0.16317856868847458,0.2493496332165708,0.20732912241081206,0.3819108286079072,0.1070538202082416,0.5409614472791477,1.241999525897831,1.2625570432399056,1.2333333333333334,0.0,-1.1173384977713765,-0.4992861436729786,-0.8338307681303604,-13.643586833144155,0.15241783202430148,0.1089108910891088,0.03847780126849898,0.0436432637571158,0.11089866156787752,0.056790123456790235,0.11753614079195485,0.21739130434782614,-0.0483761071996367,0.031887755102040886,0.015151515151515138,-0.0959465853530308
8,1995-12-31,-0.11982919747499088,-0.1867129005663316,-0.20167675198437007,-0.2988588935336749,-0.006359237296720277,-0.018019794574341885,-0.25973064774063936,-0.25461468311288915,-0.6417910447761195,0.0,62.460313510823596,0.7518196143168006,-14.122089610643707,33.281443576622685,4.534035454340367,0.029017857142857206,0.19788273615635174,0.21272727272727265,-0.20826161790017214,-0.07242990654205607,0.0714285714285714,0.1785714285714286,0.12911694510739855,0.2039555006180469,0.0149253731343284,0.1599209118399627
9,1996-03-31,-0.08750406694987845,-0.14916380759856618,-0.1833722911415576,-0.31608706577120405,0.019278229003371283,-0.492870151408658,-0.7332220456696006,-0.7331148360824098,-0.5416666666666666,0.0,-1.477616543878841,-0.005375538089221088,-1.0162404759419683,-2.068257821563344,-0.8752236730875683,0.13232104121475066,-0.02855200543847725,-0.002998500749625044,0.023913043478260843,0.4282115869017631,0.029921259842519813,0.18181818181818188,0.11688860705981807,0.0,0.0,0.2441090945552993
