Quarter end,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Cumulative dividends per share,Equity to assets ratio,Net margin,Asset turnover,Current ratio
1996-03-31,-0.011982600795628184,,-0.016948854287951565,,-0.004830772773464331,0.007450575390970826,0.5390835579514826,0.5390835579514826,0.5185185185185184,0.5185185185185184,-0.1622864651773982,-1.550879062333511,-2.041894353369763,-1.4250972762645915,0.21655104063429143,0.022520742789411408,-0.1719532554257096,-0.4448979591836735,-0.005476451259583848,-0.035211267605633645,-0.0282040647034425,1.0,0.007273785277858602,-0.12715340442986056,0.0,
1996-06-30,-0.011982600795628184,,-0.016948854287951565,,-0.004830772773464331,0.007450575390970826,0.5390835579514826,0.5390835579514826,0.5185185185185184,0.5185185185185184,-0.1622864651773982,-1.550879062333511,-2.041894353369763,-1.4250972762645915,0.21655104063429143,0.022520742789411408,-0.1719532554257096,-0.4448979591836735,-0.005476451259583848,-0.035211267605633645,-0.0282040647034425,1.0,0.007273785277858602,-0.12715340442986056,0.0,
1996-09-30,0.04511051667328436,,0.08686170149289363,,-0.013113945954646988,0.036574650362451555,-0.3765323992994746,-0.3765323992994746,-0.36585365853658536,-0.36585365853658536,3.64078431372549,-4.493133462282398,-2.3735431235431235,0.1167048054919908,0.1987780040733198,-0.03863987635239563,-0.1719532554257096,-0.4448979591836735,-0.013215859030836885,-0.035211267605633645,-0.0282040647034425,0.5,-0.055748122472559114,-0.12715340442986056,0.0,
1996-12-31,0.018469793289619396,,-0.09257678361144428,,0.23036459740352422,0.029315155582241292,0.3609550561797752,0.3609550561797752,-0.03846153846153855,-0.03846153846153855,-0.3309672694496085,-0.28328580525485203,-0.19808018667798044,1.2745901639344264,0.37716615698267075,0.077572347266881,-0.1719532554257096,-0.4448979591836735,0.012276785714285587,0.0948905109489051,-0.0282040647034425,0.34640522875817004,0.20801468338941564,-0.12715340442986056,0.0,
1997-03-31,0.0738368354660266,,-0.04174519098424878,,0.23010638650449078,0.02388223587139282,-0.003611971104231171,-0.3098555211558307,-0.07999999999999996,-0.07999999999999996,-0.3317615358706635,0.4668366361494187,0.9295681502546127,-1.7738738738738737,-0.2119417715272638,0.07012308839985093,-0.1719532554257096,-0.4448979591836735,0.22326350606394718,0.053333333333333455,-0.0282040647034425,0.2621359223300972,0.14560648265383658,-0.12715340442986056,0.0,
1997-06-30,0.07145969698077792,,0.1484766886484814,,-0.008594676150447289,0.09655149301250043,0.17892283790781982,0.25794392523364484,0.08695652173913038,0.08695652173913038,0.95703125,0.08648477825766365,-0.049079754601227044,-3.3515715948777647,0.6324358171571698,-0.06099686301847329,-0.1719532554257096,-0.4448979591836735,-0.009463722397476393,-0.23417721518987344,-0.0282040647034425,0.2038461538461538,-0.07471264367816088,-0.12715340442986056,0.0,
1997-09-30,0.048436569026590215,,0.10334486862684189,,-0.013170231268853416,0.051191931540342406,-0.06369426751592355,-0.0858841010401189,-0.07999999999999996,-0.07999999999999996,-0.1346983452449939,-0.5792127205739771,-0.8382050819967561,-0.7188118811881188,0.10893747602608372,0.060133630289532114,-0.06653225806451613,-0.4448979591836735,-0.21792538671519557,0.07438016528925617,0.2313273580879216,0.17252396166134187,-0.058767319636884974,-0.03195488721804507,0.0,
1997-12-31,0.6195369263967687,,0.6683856116828473,,0.5886457440473116,0.22581770606192753,-1.340370631011025,-2.0211313394018204,-1.9565217391304346,-1.9565217391304346,-0.4128283354416251,1.4006336405529956,8.535976832256628,14.88556338028169,1.5605326876513317,-0.00770308123249297,-0.6155507559395248,-0.4448979591836735,0.44677137870855144,0.26923076923076916,0.02322357019064114,0.14986376021798353,-0.019035532994923776,-0.583495145631068,-0.10526315789473684,
1998-03-31,0.023815186714346792,,0.04568578702563064,,-0.008348862405200386,0.2091931122812012,-5.600275671950379,-2.404648201209806,-2.090909090909091,-2.090909090909091,0.8912685337726525,-0.11008998200359932,-0.5380895647908053,-1.2648786434666963,-0.1614319486659912,0.012350035285815242,0.151685393258427,0.07352941176470584,-0.013268998793727449,-0.3030303030303031,0.98340108401084,0.13033175355450233,-0.031306597671410086,0.1212121212121211,0.0,
1998-06-30,0.02392378939343498,,-0.022978690591617057,,0.10244140134208246,0.023223882939076512,-0.08704119850187264,-0.1346328195829556,-0.16666666666666663,-0.16666666666666663,0.5386625569552399,-0.3004017580284196,-0.834420674657361,-1.1217573221757322,0.0234393878372936,-0.04705472289996515,-0.06829268292682933,-0.03424657534246578,0.09372453137734316,-0.03478260869565197,-0.06609735269000849,0.11530398322851165,0.07665598290598297,-0.05613305613305597,-0.05882352941176472,
