Quarter end,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Cumulative dividends per share,Equity to assets ratio,Net margin,Asset turnover,Current ratio
1994-11-30,0.012938822655831128,,0.022255607008772937,,-0.01122429567112293,0.3727113717846078,7.829885057471264,7.829885057471264,9.0,1.0999999999999996,-0.7358851940265364,-6.4,-0.7557987368900184,-0.7488110457683457,-0.3567909794190629,-0.06536856745479847,0.11543810848400549,-0.0625,-0.014399999999999968,0.0185185185185186,-0.10591133004926123,inf,-0.026949335249730533,0.07211538461538458,0.04347826086956519,
1995-02-28,0.012938822655831128,,0.022255607008772937,,-0.01122429567112293,0.3727113717846078,7.829885057471264,7.829885057471264,9.0,1.0999999999999996,-0.7358851940265364,-6.4,-0.7557987368900184,-0.7488110457683457,-0.3567909794190629,-0.06536856745479847,0.11543810848400549,-0.0625,-0.014399999999999968,0.0185185185185186,-0.10591133004926123,inf,-0.026949335249730533,0.07211538461538458,0.04347826086956519,
1995-05-31,0.024272388325632832,,0.03167625748433234,,0.004420245674706003,0.3727113717846078,7.829885057471264,7.829885057471264,9.0,1.0999999999999996,-0.7358851940265364,-6.4,-0.7557987368900184,-0.7488110457683457,-0.13933565937650694,0.0044642857142858094,0.11543810848400549,-0.0625,0.004870129870129913,0.0185185185185186,-0.10591133004926123,0.7500000000000002,-0.019571639586410505,0.07211538461538458,0.04347826086956519,
1995-08-31,0.023438095370629908,,0.0308346566510036,,0.0030673701965058253,0.18010225266487678,0.7867742775318927,0.7867742775318927,0.7,1.0999999999999996,-0.3918549658434052,3.6304347826086953,-0.3851351351351351,-1.4265065146579805,0.06904848225173854,0.07851851851851865,0.11543810848400549,-0.0625,0.001615508885298933,0.07272727272727253,-0.10591133004926123,0.5714285714285714,-0.019962335216572646,0.07211538461538458,0.04347826086956519,
1995-11-30,0.01927664192363676,,0.015333832222516275,,0.03043605501902258,0.2862449437840102,1.611103016173685,1.611103016173685,1.6470588235294117,1.0999999999999996,-5.301823209193813,-0.44305338202051814,-6.310344827586207,4.224821002386635,0.3374645455666543,-0.16620879120879117,0.11543810848400549,-0.0625,0.03548387096774186,-0.1694915254237288,-0.10591133004926123,0.36363636363636354,0.01421983089930845,0.07211538461538458,0.04347826086956519,
1996-02-29,-0.04531123842968299,,-0.060031880528281234,,-0.0042577464992129554,-0.3683791792218206,-0.7719866071428572,-0.7719866071428572,-0.7777777777777778,1.0999999999999996,-0.549643466907703,0.47393068997814547,-0.15838922981780124,-1.7528777635665995,-0.18996357936471353,0.22075782537067545,0.11543810848400549,-0.0625,-0.007788161993769416,0.1734693877551019,-0.10591133004926123,0.26666666666666683,0.039787798408487784,0.07211538461538458,0.04347826086956519,
1996-05-31,-0.07791324622334483,,-0.0159584333355981,,-0.24101723675337017,0.5946772460533929,-25.102300538423886,-25.102300538423886,-25.7,1.0999999999999996,4.448909504482405,-18.844524465155686,0.13206907271853718,-0.7415362213323626,-0.06061295922142229,0.004048582995951344,-3.2493765586034917,-0.0625,-0.3657770800627943,0.01739130434782621,-0.10591133004926123,0.1578947368421053,-0.17419825072886297,0.0,0.13541666666666674,
1996-08-31,-0.02657027664983591,,-0.04493352529155292,,0.03610851024528827,-0.0020255001554887464,-1.1347149732946122,-1.1347149732946122,-1.222672064777328,1.0999999999999996,-0.5075304903004011,-1.0388039504297042,0.8251697623327341,3.542253521126761,-0.2930841234739935,-0.11827956989247324,-0.04490022172949004,-0.0625,0.034653465346534684,0.3846153846153848,0.0,0.18181818181818188,0.06443071491615182,0.0,0.10091743119266039,
1996-11-30,-0.07816884232719201,,-0.1176813667017389,,0.04614921189170573,0.08199462786653999,0.498831687646039,0.498831687646039,-0.21818181818181825,1.0999999999999996,1.0947062245491566,-0.28785561333741205,0.9410879645460888,0.4010335917312662,-0.5808621871786082,-0.03353658536585358,0.021474172954149662,0.02758620689655178,0.04784688995215314,-0.06172839506172845,0.0,0.15384615384615374,0.13474295190713104,0.0,0.08333333333333348,
1997-02-28,-0.05648841088095313,,-0.07477877282028111,,-0.007953577199941275,-0.33495506323402635,-0.7765149610258989,-0.7765149610258989,-0.7441860465116279,1.0999999999999996,-0.9066239248420986,0.1481958762886597,-0.9073785682575699,-1.0956842493544818,0.13260402821797368,0.039432176656151396,0.05056818181818201,0.05816554809843422,-0.006849315068493178,-0.013157894736842146,0.0,0.10000000000000009,0.051516258677384075,0.0,0.0923076923076922,
