,Quarter end,Assets,Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Cumulative dividends per share,Equity to assets ratio,Net margin,Asset turnover
0,1996-03-31,0.09082378771491627,-0.028173677167309674,0.19517340952284304,0.018774319182892185,0.15764626922785951,0.04671695952389299,0.02631578947368429,-0.019607843137254943,0.05222656119513891,-0.76949508062212,0.6256965901347351,-260.0911000863942,4.992217207923027,0.015765765765765716,0.03711133400200617,-0.02316076294277936,0.193548387096774,-0.12371134020618554,-0.07520621057738963,1.0,0.09572072072072067,0.022785531187695662,0.0
1,1996-06-30,0.09082378771491627,-0.028173677167309674,0.19517340952284304,0.018774319182892185,0.15764626922785951,0.04671695952389299,0.02631578947368429,-0.019607843137254943,0.05222656119513891,-0.76949508062212,0.6256965901347351,-260.0911000863942,4.992217207923027,0.015765765765765716,0.03711133400200617,-0.02316076294277936,0.193548387096774,-0.12371134020618554,-0.07520621057738963,1.0,0.09572072072072067,0.022785531187695662,0.0
2,1996-09-30,0.004340389534780442,0.004640912809364517,0.004126105893152765,-0.03785886459477061,0.07562953384468951,0.08441561078058403,0.07692307692307687,-0.019607843137254943,-0.19417106649183,1.8851257138600144,-1.2733487104075698,-1.5119570395713782,-0.42652004324646864,0.048780487804878085,0.03711133400200617,-0.02316076294277936,0.0036036036036037893,-0.12371134020618554,-0.07520621057738963,0.5,-0.00034258307639600805,0.022785531187695662,0.0
3,1996-12-31,-0.012286650917656905,-0.042813279268867466,0.001780283103838265,0.05787323743486227,-0.010382040369497749,-0.013525496022108063,0.0,-0.019607843137254943,0.010284922240943795,-0.6771223531895392,0.41403652539227065,-0.5787785429601807,-0.3132792906835238,0.11522198731501065,0.03711133400200617,-0.02316076294277936,0.0,0.111764705882353,-0.07520621057738963,0.3333333333333333,0.014222069910897915,0.022785531187695662,0.0
4,1997-03-31,0.0010829056412509086,0.010748870574011526,0.002199572556229157,0.046169827715475176,0.049777139301450994,0.0650552162631981,0.04761904761904767,-0.019607843137254943,0.2886402222419062,0.1050071377886972,-0.03770767211726689,-0.3593102934464898,-0.29228012799715786,0.048341232227488096,0.03711133400200617,-0.02316076294277936,0.0017953321364452266,0.05291005291005302,-0.07520621057738963,0.2692307692307692,0.0011826322013854804,0.022785531187695662,0.0
5,1997-06-30,0.05836600407559112,0.13792086521672542,0.003675305999785605,0.0017905394932842265,0.021384399245729213,0.02754699513243275,0.02272727272727271,-0.019607843137254943,-0.1175004891451853,3.383902138009357,-2.661587300378401,-0.6749913426197982,-0.13422481936311706,-0.04068716094032554,0.03711133400200617,-0.02316076294277936,0.0,-0.045226130653266416,-0.07520621057738963,0.2272727272727273,-0.05163685453931821,0.022785531187695662,0.0
6,1997-09-30,0.231757873706121,0.2450176475491026,0.22142308306280234,0.1225008498386604,-0.019187514608658085,-0.024568770763796155,-0.022222222222222254,-0.019607843137254943,0.6586395750242138,0.4042742437363034,2.7932652644161555,-29.047882313958837,4.348382838070823,0.06691800188501418,-0.042553191489361764,-0.02316076294277936,0.10035842293906794,0.06842105263157894,0.029905561385099814,0.1728395061728394,-0.008362989323843495,-0.04177109440267324,0.0
7,1997-12-31,0.007026594499179195,0.008815999628454918,-0.0004889329015589361,0.13404675189997595,0.14074459461528274,0.18121150156699306,0.11363636363636355,-0.019607843137254943,-0.4313465129743416,-0.05768234580789755,-1.1455547079428672,-1.9193019401252618,-0.7474178458189434,-0.028268551236749095,0.008080808080808133,-0.02316076294277936,-0.0016286644951140072,-0.11822660098522153,-0.03922567498726437,0.14736842105263182,-0.007536335905257484,-0.01540249927346704,0.0
8,1998-03-31,0.09467104321097007,0.2176796913813921,0.0027092438486699955,0.09501838337547253,0.08228718810525938,0.10231681415742266,0.061224489795918435,-0.019607843137254943,0.4058914685631434,0.14118922689812294,-4.33701086550219,-1.0370819205367172,0.10972940371121886,0.05181818181818176,0.020040080160320658,-0.03347280334728031,-0.05057096247960846,0.055865921787709334,0.011134676564156898,0.14678899082568808,-0.08407159645633701,-0.01623376623376627,0.0
9,1998-06-30,0.718956343207487,0.43705653093529584,0.9934625292153292,0.09870392830278883,0.08029303058779869,0.0772021867431345,-0.019230769230769273,-0.019607843137254943,0.0072041675238740934,-0.2353012577898407,-0.3881577842600736,-1.1339861503399165,-0.013248473306368913,0.09334485738980124,-0.1719056974459725,-0.1601731601731602,0.4982817869415808,0.14814814814814814,0.052962768746722455,0.1279999999999999,0.15988945913936026,-0.024602460246024527,-0.17647058823529405
